1;2;1
1;3;1
1;4;1
1;5;2
1;6;0
1;0;0
2;1;1
2;2;1
2;3;1
2;4;1
2;5;2
2;6;0
2;0;0
3;1;1
3;2;1
3;3;1
3;4;1
3;5;2
3;6;0
3;0;0
4;1;1
4;2;1
4;3;1
4;4;1
4;5;2
4;6;0
4;0;0
5;1;1
5;2;1
5;3;1
5;4;1
5;5;2
5;6;0
5;0;0
6;1;1
6;2;1
6;3;1
6;4;1
6;5;2
6;6;0
6;0;0
7;1;1
7;2;1
7;3;1
7;4;1
7;5;2
7;6;0
7;0;0
8;1;1
8;2;1
8;3;1
8;4;1
8;5;2
8;6;0
8;0;0
9;1;1
9;2;1
9;3;1
9;4;1
9;5;2
9;6;0
9;0;0
10;1;1
10;2;1
10;3;1
10;4;1
10;5;2
10;6;0
10;0;0
11;1;1
11;2;1
11;3;1
11;4;1
11;5;2
11;6;0
11;0;0
12;1;1
12;2;1
12;3;1
12;4;1
12;5;2
12;6;0
12;0;0
13;1;1
13;2;1
13;3;1
13;4;1
13;5;2
13;6;0
13;0;0
14;1;1
14;2;1
14;3;1
14;4;1
14;5;2
14;6;0
14;0;0
15;1;1
15;2;1
15;3;1
15;4;1
15;5;2
15;6;0
15;0;0
16;1;1
16;2;1
16;3;1
16;4;1
16;5;2
16;6;0
16;0;0
17;1;1
17;2;1
17;3;1
17;4;1
17;5;2
17;6;0
17;0;0
18;1;1
18;2;1
18;3;1
18;4;1
18;5;2
18;6;0
18;0;0
19;1;1
19;2;1
19;3;1
19;4;1
19;5;2
19;6;0
19;0;0
20;1;1
20;2;1
20;3;1
20;4;1
20;5;2
20;6;0
20;0;0
21;1;1
21;2;1
21;3;1
21;4;1
21;5;2
21;6;0
21;0;0
22;1;1
22;2;1
22;3;1
22;4;1
22;5;2
22;6;0
22;0;0
23;1;1
23;2;1
23;3;1
23;4;1
23;5;2
23;6;0
23;0;0
24;1;1
24;2;1
24;3;1
24;4;1
24;5;2
24;6;0
24;0;0
25;1;1
25;2;1
25;3;1
25;4;1
25;5;2
25;6;0
25;0;0
26;1;1
26;2;1
26;3;1
26;4;1
26;5;2
26;6;0
26;0;0
27;1;1
27;2;1
27;3;1
27;4;1
27;5;2
27;6;0
27;0;0
28;1;1
28;2;1
28;3;1
28;4;1
28;5;2
28;6;0
28;0;0
29;1;1
29;2;1
29;3;1
29;4;1
29;5;2
29;6;0
29;0;0
30;1;1
30;2;1
30;3;1
30;4;1
30;5;2
30;6;0
30;0;0
31;1;1
31;2;1
31;3;1
31;4;1
31;5;2
31;6;0
31;0;0
32;1;1
32;2;1
32;3;1
32;4;1
32;5;2
32;6;0
32;0;0
33;1;1
33;2;1
33;3;1
33;4;1
33;5;2
33;6;0
33;0;0
34;1;1
34;2;1
34;3;1
34;4;1
34;5;2
34;6;0
34;0;0
35;1;1
35;2;1
35;3;1
35;4;1
35;5;2
35;6;0
35;0;0
36;1;1
36;2;1
36;3;1
36;4;1
36;5;2
36;6;0
36;0;0
37;1;1
37;2;1
37;3;1
37;4;1
37;5;2
37;6;0
37;0;0
38;1;1
38;2;1
38;3;1
38;4;1
38;5;2
38;6;0
38;0;0
39;1;1
39;2;1
39;3;1
39;4;1
39;5;2
39;6;0
39;0;0
40;1;1
40;2;1
40;3;1
40;4;1
40;5;2
40;6;0
40;0;0
41;1;1
41;2;1
41;3;1
41;4;1
41;5;2
41;6;0
41;0;0
42;1;1
42;2;1
42;3;1
42;4;1
42;5;2
42;6;0
42;0;0
43;1;1
43;2;1
43;3;1
43;4;1
43;5;2
43;6;0
43;0;0
44;1;1
44;2;1
44;3;1
44;4;1
44;5;2
44;6;0
44;0;0
45;1;1
45;2;1
45;3;1
45;4;1
45;5;2
45;6;0
45;0;0
46;1;1
46;2;1
46;3;1
46;4;1
46;5;2
46;6;0
46;0;0
47;1;1
47;2;1
47;3;1
47;4;1
47;5;2
47;6;0
47;0;0
48;1;1
48;2;1
48;3;1
48;4;1
48;5;2
48;6;0
48;0;0
49;1;1
49;2;1
49;3;1
49;4;1
49;5;2
49;6;0
49;0;0
50;1;1
50;2;1
50;3;1
50;4;1
50;5;2
50;6;0
50;0;0
51;1;1
51;2;1
51;3;1
51;4;1
51;5;2
51;6;0
51;0;0
52;1;1
52;2;1
52;3;1
52;4;1
52;5;2
52;6;0
52;0;0
1;1;1
1;2;1
1;3;1
1;4;1
1;5;2
1;6;0
1;0;0
2;1;1
2;2;1
2;3;1
2;4;1
2;5;2
2;6;0
2;0;0
3;1;1
3;2;1
3;3;1
3;4;1
3;5;2
3;6;0
3;0;0
4;1;1
4;2;1
4;3;1
4;4;1
4;5;2
4;6;0
4;0;0
5;1;1
5;2;1
5;3;1
5;4;1
5;5;2
5;6;0
5;0;0
6;1;1
6;2;1
6;3;1
6;4;1
6;5;2
6;6;0
6;0;0
7;1;1
7;2;1
7;3;1
7;4;1
7;5;2
7;6;0
7;0;0
8;1;1
8;2;1
8;3;1
8;4;1
8;5;2
8;6;0
8;0;0
9;1;1
9;2;1
9;3;1
9;4;1
9;5;2
9;6;0
9;0;0
10;1;1
10;2;1
10;3;1
10;4;1
10;5;2
10;6;0
10;0;0
11;1;1
11;2;1
11;3;1
11;4;1
11;5;2
11;6;0
11;0;0
12;1;1
12;2;1
12;3;1
12;4;1
12;5;2
12;6;0
12;0;0
13;1;1
13;2;1
13;3;1
13;4;1
13;5;2
13;6;0
13;0;0
14;1;1
14;2;1
14;3;1
14;4;1
14;5;2
14;6;0
14;0;0
15;1;1
15;2;1
15;3;1
15;4;1
15;5;2
15;6;0
15;0;0
16;1;1
16;2;1
16;3;1
16;4;1
16;5;2
16;6;0
16;0;0
17;1;1
17;2;1
17;3;1
17;4;1
17;5;2
17;6;0
17;0;0
18;1;1
18;2;1
18;3;1
18;4;1
18;5;2
18;6;0
18;0;0
19;1;1
19;2;1
19;3;1
19;4;1
19;5;2
19;6;0
19;0;0
20;1;1
20;2;1
20;3;1
20;4;1
20;5;2
20;6;0
20;0;0
21;1;1
21;2;1
21;3;1
21;4;1
21;5;2
21;6;0
21;0;0
22;1;1
22;2;1
22;3;1
22;4;1
22;5;2
22;6;0
22;0;0
23;1;1
23;2;1
23;3;1
23;4;1
23;5;2
23;6;0
23;0;0
24;1;1
24;2;1
24;3;1
24;4;1
24;5;2
24;6;0
24;0;0
25;1;1
25;2;1
25;3;1
25;4;1
25;5;2
25;6;0
25;0;0
26;1;1
26;2;1
26;3;1
26;4;1
26;5;2
26;6;0
26;0;0
27;1;1
27;2;1
27;3;1
27;4;1
27;5;2
27;6;0
27;0;0
28;1;1
28;2;1
28;3;1
28;4;1
28;5;2
28;6;0
28;0;0
29;1;1
29;2;1
29;3;1
29;4;1
29;5;2
29;6;0
29;0;0
30;1;1
30;2;1
30;3;1
30;4;1
30;5;2
30;6;0
30;0;0
31;1;1
31;2;1
31;3;1
31;4;1
31;5;2
31;6;0
31;0;0
32;1;1
32;2;1
32;3;1
32;4;1
32;5;2
32;6;0
32;0;0
33;1;1
33;2;1
33;3;1
33;4;1
33;5;2
33;6;0
33;0;0
34;1;1
34;2;1
34;3;1
34;4;1
34;5;2
34;6;0
34;0;0
35;1;1
35;2;1
35;3;1
35;4;1
35;5;2
35;6;0
35;0;0
36;1;1
36;2;1
36;3;1
36;4;1
36;5;2
36;6;0
36;0;0
37;1;1
37;2;1
37;3;1
37;4;1
37;5;2
37;6;0
37;0;0
38;1;1
38;2;1
38;3;1
38;4;1
38;5;2
38;6;0
38;0;0
39;1;1
39;2;1
39;3;1
39;4;1
39;5;2
39;6;0
39;0;0
40;1;1
40;2;1
40;3;1
40;4;1
40;5;2
40;6;0
40;0;0
41;1;1
41;2;1
41;3;1
41;4;1
41;5;2
41;6;0
41;0;0
42;1;1
42;2;1
42;3;1
42;4;1
42;5;2
42;6;0
42;0;0
43;1;1
43;2;1
43;3;1
43;4;1
43;5;2
43;6;0
43;0;0
44;1;1
44;2;1
44;3;1
44;4;1
44;5;2
44;6;0
44;0;0
45;1;1
45;2;1
45;3;1
45;4;1
45;5;2
45;6;0
45;0;0
46;1;1
46;2;1
46;3;1
46;4;1
46;5;2
46;6;0
46;0;0
47;1;1
47;2;1
47;3;1
47;4;1
47;5;2
47;6;0
47;0;0
48;1;1
48;2;1
48;3;1
48;4;1
48;5;2
48;6;0
48;0;0
49;1;1
49;2;1
49;3;1
49;4;1
49;5;2
49;6;0
49;0;0
50;1;1
50;2;1
50;3;1
50;4;1
50;5;2
50;6;0
50;0;0
51;1;1
51;2;1
51;3;1
51;4;1
51;5;2
51;6;0
51;0;0
52;1;1
52;2;1
52;3;1
52;4;1
52;5;2
52;6;0
52;0;0
1;1;1
1;2;1
1;3;1
1;4;1
1;5;2
1;6;0
1;0;0
2;1;1
2;2;1
2;3;1
2;4;1
2;5;2
2;6;0
2;0;0
3;1;1
3;2;1
3;3;1
3;4;1
3;5;2
3;6;0
3;0;0
4;1;1
4;2;1
4;3;1
4;4;1
4;5;2
4;6;0
4;0;0
5;1;1
5;2;1
5;3;1
5;4;1
5;5;2
5;6;0
5;0;0
6;1;1
6;2;1
6;3;1
6;4;1
6;5;2
6;6;0
6;0;0
7;1;1
7;2;1
7;3;1
7;4;1
7;5;2
7;6;0
7;0;0
8;1;1
8;2;1
8;3;1
8;4;1
8;5;2
8;6;0
8;0;0
9;1;1
9;2;1
9;3;1
9;4;1
9;5;2
9;6;0
9;0;0
10;1;1
10;2;1
10;3;1
10;4;1
10;5;2
10;6;0
10;0;0
11;1;1
11;2;1
11;3;1
11;4;1
11;5;2
11;6;0
11;0;0
12;1;1
12;2;1
12;3;1
12;4;1
12;5;2
12;6;0
12;0;0
13;1;1
13;2;1
13;3;1
13;4;1
13;5;2
13;6;0
13;0;0
14;1;1
14;2;1
14;3;1
14;4;1
14;5;2
14;6;0
14;0;0
15;1;1
15;2;1
15;3;1
15;4;1
15;5;2
15;6;0
15;0;0
16;1;1
16;2;1
16;3;1
16;4;1
16;5;2
16;6;0
16;0;0
17;1;1
17;2;1
17;3;1
17;4;1
17;5;2
17;6;0
17;0;0
18;1;1
18;2;1
18;3;1
18;4;1
18;5;2
18;6;0
18;0;0
19;1;1
19;2;1
19;3;1
19;4;1
19;5;2
19;6;0
19;0;0
20;1;1
20;2;1
20;3;1
20;4;1
20;5;2
20;6;0
20;0;0
21;1;1
21;2;1
21;3;1
21;4;1
21;5;2
21;6;0
21;0;0
22;1;1
22;2;1
22;3;1
22;4;1
22;5;2
22;6;0
22;0;0
23;1;1
23;2;1
23;3;1
23;4;1
23;5;2
23;6;0
23;0;0
24;1;1
24;2;1
24;3;1
24;4;1
24;5;2
24;6;0
24;0;0
25;1;1
25;2;1
25;3;1
25;4;1
25;5;2
25;6;0
25;0;0
26;1;1
26;2;1
26;3;1
26;4;1
26;5;2
26;6;0
26;0;0
27;1;1
27;2;1
27;3;1
27;4;1
27;5;2
27;6;0
27;0;0
28;1;1
28;2;1
28;3;1
28;4;1
28;5;2
28;6;0
28;0;0
29;1;1
29;2;1
29;3;1
29;4;1
29;5;2
29;6;0
29;0;0
30;1;1
30;2;1
30;3;1
30;4;1
30;5;2
30;6;0
30;0;0
31;1;1
31;2;1
31;3;1
31;4;1
31;5;2
31;6;0
31;0;0
32;1;1
32;2;1
32;3;1
32;4;1
32;5;2
32;6;0
32;0;0
33;1;1
33;2;1
33;3;1
33;4;1
33;5;2
33;6;0
33;0;0
34;1;1
34;2;1
34;3;1
34;4;1
34;5;2
34;6;0
34;0;0
35;1;1
35;2;1
35;3;1
35;4;1
35;5;2
35;6;0
35;0;0
36;1;1
36;2;1
36;3;1
36;4;1
36;5;2
36;6;0
36;0;0
37;1;1
37;2;1
37;3;1
37;4;1
37;5;2
37;6;0
37;0;0
38;1;1
38;2;1
38;3;1
38;4;1
38;5;2
38;6;0
38;0;0
39;1;1
39;2;1
39;3;1
39;4;1
39;5;2
39;6;0
39;0;0
40;1;1
40;2;1
40;3;1
40;4;1
40;5;2
40;6;0
40;0;0
41;1;1
41;2;1
41;3;1
41;4;1
41;5;2
41;6;0
41;0;0
42;1;1
42;2;1
42;3;1
42;4;1
42;5;2
42;6;0
42;0;0
43;1;1
43;2;1
43;3;1
43;4;1
43;5;2
43;6;0
43;0;0
44;1;1
44;2;1
44;3;1
44;4;1
44;5;2
44;6;0
44;0;0
45;1;1
45;2;1
45;3;1
45;4;1
45;5;2
45;6;0
45;0;0
46;1;1
46;2;1
46;3;1
46;4;1
46;5;2
46;6;0
46;0;0
47;1;1
47;2;1
47;3;1
47;4;1
47;5;2
47;6;0
47;0;0
48;1;1
48;2;1
48;3;1
48;4;1
48;5;2
48;6;0
48;0;0
49;1;1
49;2;1
49;3;1
49;4;1
49;5;2
49;6;0
49;0;0
50;1;1
50;2;1
50;3;1
50;4;1
50;5;2
50;6;0
50;0;0
51;1;1
51;2;1
51;3;1
51;4;1
51;5;2
51;6;0
51;0;0
52;1;1
52;2;1
52;3;1
52;4;1
52;5;2
52;6;0
52;0;0
53;1;1
53;2;1
53;3;1
53;4;1
53;5;2
53;6;0
53;0;0
1;1;1
1;2;1
1;3;1
1;4;1
1;5;2
1;6;0
1;0;0
2;1;1
2;2;1
2;3;1
2;4;1
2;5;2
2;6;0
2;0;0
3;1;1
3;2;1
3;3;1
3;4;1
3;5;2
3;6;0
3;0;0
4;1;1
4;2;1
4;3;1
4;4;1
4;5;2
4;6;0
4;0;0
5;1;1
5;2;1
5;3;1
5;4;1
5;5;2
5;6;0
5;0;0
6;1;1
6;2;1
6;3;1
6;4;1
6;5;2
6;6;0
6;0;0
7;1;1
7;2;1
7;3;1
7;4;1
7;5;2
7;6;0
7;0;0
8;1;1
8;2;1
8;3;1
8;4;1
8;5;2
8;6;0
8;0;0
9;1;1
9;2;1
9;3;1
9;4;1
9;5;2
9;6;0
9;0;0
10;1;1
10;2;1
10;3;1
10;4;1
10;5;2
10;6;0
10;0;0
11;1;1
11;2;1
11;3;1
11;4;1
11;5;2
11;6;0
11;0;0
12;1;1
12;2;1
12;3;1
12;4;1
12;5;2
12;6;0
12;0;0
13;1;1
13;2;1
13;3;1
13;4;1
13;5;2
13;6;0
13;0;0
14;1;1
14;2;1
14;3;1
14;4;1
14;5;2
14;6;0
14;0;0
15;1;1
15;2;1
15;3;1
15;4;1
15;5;2
15;6;0
15;0;0
16;1;1
16;2;1
16;3;1
16;4;1
16;5;2
16;6;0
16;0;0
17;1;1
