idresult	predictiondate	predictionvalue	execution_idexecution	predictionvaluemax	predictionvaluemin	typeofvalue	YEAR (predictiondate)	MONTH (predictiondate)	DAY (predictiondate)	weekofyear(predictiondate)	weekday(predictiondate)	HOUR (predictiondate)
3846	2016-03-15 09:00:00	481.521	175	479.229	485.448	3	2016	3	15	11	1	9
3847	2016-03-15 10:00:00	510.983	175	508.664	512.685	3	2016	3	15	11	1	10
3848	2016-03-15 11:00:00	526.175	175	523.422	527.878	3	2016	3	15	11	1	11
3849	2016-03-15 12:00:00	516.808	175	511.904	519.628	3	2016	3	15	11	1	12
3850	2016-03-15 13:00:00	503.732	175	498.647	512.924	3	2016	3	15	11	1	13
3851	2016-03-15 14:00:00	520.302	175	514.462	526.317	3	2016	3	15	11	1	14
3852	2016-03-15 15:00:00	531.858	175	529.295	535.577	3	2016	3	15	11	1	15
3853	2016-03-15 16:00:00	483.778	175	482.487	485.416	3	2016	3	15	11	1	16
3854	2016-03-15 17:00:00	336.054	175	334.606	337.299	3	2016	3	15	11	1	17
3855	2016-03-15 18:00:00	287.474	175	286.922	288.242	3	2016	3	15	11	1	18
3856	2016-03-15 19:00:00	246.974	175	245.367	249.178	3	2016	3	15	11	1	19
3857	2016-03-15 20:00:00	216.905	175	215.56	218.256	3	2016	3	15	11	1	20
3858	2016-03-15 21:00:00	191.923	175	189.414	193.408	3	2016	3	15	11	1	21
3859	2016-03-15 22:00:00	148.163	175	146.995	149.735	3	2016	3	15	11	1	22
3860	2016-03-15 23:00:00	137.303	175	135.914	138.878	3	2016	3	15	11	1	23
3909	2016-03-16 00:00:00	121.638	178	121.202	122.009	3	2016	3	16	11	2	0
3910	2016-03-16 01:00:00	117.498	178	115.943	118.777	3	2016	3	16	11	2	1
3911	2016-03-16 02:00:00	113.654	178	113.247	113.988	3	2016	3	16	11	2	2
3912	2016-03-16 03:00:00	110.322	178	109.966	111.071	3	2016	3	16	11	2	3
3913	2016-03-16 04:00:00	107.443	178	106.736	108.119	3	2016	3	16	11	2	4
3914	2016-03-16 05:00:00	111.971	178	111.449	112.408	3	2016	3	16	11	2	5
3915	2016-03-16 06:00:00	157.8	178	156.496	159.225	3	2016	3	16	11	2	6
3916	2016-03-16 07:00:00	351.9	178	350.4	352.868	3	2016	3	16	11	2	7
3917	2016-03-16 08:00:00	450.154	178	449.405	451.478	3	2016	3	16	11	2	8
3918	2016-03-16 09:00:00	484.735	178	483.976	485.429	3	2016	3	16	11	2	9
3919	2016-03-16 10:00:00	507.813	178	507.269	508.559	3	2016	3	16	11	2	10
3920	2016-03-16 11:00:00	518.026	178	517.74	518.422	3	2016	3	16	11	2	11
3921	2016-03-16 12:00:00	524.242	178	521.86	525.379	3	2016	3	16	11	2	12
3922	2016-03-16 13:00:00	535.947	178	534.857	537.451	3	2016	3	16	11	2	13
3923	2016-03-16 14:00:00	526.785	178	525.022	528.383	3	2016	3	16	11	2	14
3924	2016-03-16 15:00:00	536.724	178	535.339	537.687	3	2016	3	16	11	2	15
3925	2016-03-16 16:00:00	486.203	178	485.035	487.365	3	2016	3	16	11	2	16
3926	2016-03-16 17:00:00	296.019	178	294.448	298.799	3	2016	3	16	11	2	17
3927	2016-03-16 18:00:00	239.149	178	237.86	240.59	3	2016	3	16	11	2	18
3928	2016-03-16 19:00:00	219.661	178	217.919	220.765	3	2016	3	16	11	2	19
3929	2016-03-16 20:00:00	210.446	178	209.554	211.799	3	2016	3	16	11	2	20
3930	2016-03-16 21:00:00	198.763	178	197.98	199.505	3	2016	3	16	11	2	21
3931	2016-03-16 22:00:00	170.133	178	169.415	171.065	3	2016	3	16	11	2	22
3932	2016-03-16 23:00:00	114.635	178	113.759	116.083	3	2016	3	16	11	2	23
3957	2016-03-17 00:00:00	134.487	180	132.716	135.766	3	2016	3	17	11	3	0
3958	2016-03-17 01:00:00	138.315	180	137.891	139.284	3	2016	3	17	11	3	1
3959	2016-03-17 02:00:00	132.002	180	131.61	132.424	3	2016	3	17	11	3	2
3960	2016-03-17 03:00:00	132.167	180	131.818	132.681	3	2016	3	17	11	3	3
3961	2016-03-17 04:00:00	130.514	180	130.191	130.697	3	2016	3	17	11	3	4
3962	2016-03-17 05:00:00	133.145	180	132.586	133.652	3	2016	3	17	11	3	5
3963	2016-03-17 06:00:00	174.098	180	173.009	176.17	3	2016	3	17	11	3	6
3964	2016-03-17 07:00:00	327.654	180	322.452	334.468	3	2016	3	17	11	3	7
3965	2016-03-17 08:00:00	487.302	180	483.315	491.831	3	2016	3	17	11	3	8
3966	2016-03-17 09:00:00	501.107	180	496.815	508.085	3	2016	3	17	11	3	9
3967	2016-03-17 10:00:00	555.991	180	551.469	561.135	3	2016	3	17	11	3	10
3968	2016-03-17 11:00:00	578.159	180	574.955	583.567	3	2016	3	17	11	3	11
3969	2016-03-17 12:00:00	570.802	180	566.709	577.564	3	2016	3	17	11	3	12
3970	2016-03-17 13:00:00	540.023	180	533.591	545.756	3	2016	3	17	11	3	13
3971	2016-03-17 14:00:00	476.584	180	470.675	484.153	3	2016	3	17	11	3	14
3972	2016-03-17 15:00:00	407.369	180	395.514	413.596	3	2016	3	17	11	3	15
3973	2016-03-17 16:00:00	348.953	180	336.942	359.843	3	2016	3	17	11	3	16
3974	2016-03-17 17:00:00	254.569	180	250.074	258.297	3	2016	3	17	11	3	17
3975	2016-03-17 18:00:00	258.529	180	254.489	261.658	3	2016	3	17	11	3	18
3976	2016-03-17 19:00:00	227.149	180	222.121	231.823	3	2016	3	17	11	3	19
3977	2016-03-17 20:00:00	180.187	180	178.553	181.35	3	2016	3	17	11	3	20
3978	2016-03-17 21:00:00	161.395	180	160.056	162.343	3	2016	3	17	11	3	21
3979	2016-03-17 22:00:00	124.364	180	123.046	126.272	3	2016	3	17	11	3	22
3980	2016-03-17 23:00:00	86.097	180	85.482	86.7	3	2016	3	17	11	3	23
4029	2016-03-18 00:00:00	136.285	183	135.213	137.389	3	2016	3	18	11	4	0
4030	2016-03-18 01:00:00	136.421	183	135.624	137.267	3	2016	3	18	11	4	1
4031	2016-03-18 02:00:00	131.689	183	131.19	131.933	3	2016	3	18	11	4	2
4032	2016-03-18 03:00:00	131.872	183	131.458	132.344	3	2016	3	18	11	4	3
4033	2016-03-18 04:00:00	129.835	183	129.427	130.151	3	2016	3	18	11	4	4
4034	2016-03-18 05:00:00	133.704	183	133.35	134.007	3	2016	3	18	11	4	5
4035	2016-03-18 06:00:00	172.432	183	171.016	173.765	3	2016	3	18	11	4	6
4036	2016-03-18 07:00:00	344.751	183	338.629	348.313	3	2016	3	18	11	4	7
4037	2016-03-18 08:00:00	474.752	183	471.56	478.138	3	2016	3	18	11	4	8
4038	2016-03-18 09:00:00	505.823	183	502.491	508.298	3	2016	3	18	11	4	9
4039	2016-03-18 10:00:00	558.581	183	555.399	562.208	3	2016	3	18	11	4	10
4040	2016-03-18 11:00:00	576.86	183	573.294	579.144	3	2016	3	18	11	4	11
4041	2016-03-18 12:00:00	570.315	183	566.202	573.539	3	2016	3	18	11	4	12
4042	2016-03-18 13:00:00	535.805	183	527.168	540.174	3	2016	3	18	11	4	13
4043	2016-03-18 14:00:00	470.87	183	461.844	479.332	3	2016	3	18	11	4	14
4044	2016-03-18 15:00:00	414.77	183	405.573	423.565	3	2016	3	18	11	4	15
4045	2016-03-18 16:00:00	395.286	183	385.378	405.338	3	2016	3	18	11	4	16
4046	2016-03-18 17:00:00	298.926	183	295.852	301.887	3	2016	3	18	11	4	17
4047	2016-03-18 18:00:00	272.746	183	270.442	274.835	3	2016	3	18	11	4	18
4048	2016-03-18 19:00:00	234.001	183	231.408	236.279	3	2016	3	18	11	4	19
4049	2016-03-18 20:00:00	183.748	183	182.613	184.907	3	2016	3	18	11	4	20
4050	2016-03-18 21:00:00	162.097	183	161.146	163.176	3	2016	3	18	11	4	21
4051	2016-03-18 22:00:00	134.415	183	133.376	135.29	3	2016	3	18	11	4	22
4052	2016-03-18 23:00:00	93.775	183	92.379	94.785	3	2016	3	18	11	4	23
4149	2016-03-19 00:00:00	107.267	188	106.276	107.98	3	2016	3	19	11	5	0
4150	2016-03-19 01:00:00	109.942	188	109.034	111.212	3	2016	3	19	11	5	1
4151	2016-03-19 02:00:00	104.719	188	103.661	105.367	3	2016	3	19	11	5	2
4152	2016-03-19 03:00:00	101.446	188	101.174	101.572	3	2016	3	19	11	5	3
4153	2016-03-19 04:00:00	105.914	188	105.552	106.411	3	2016	3	19	11	5	4
4154	2016-03-19 05:00:00	104.989	188	104.435	105.369	3	2016	3	19	11	5	5
4155	2016-03-19 06:00:00	100.09	188	99.416	100.578	3	2016	3	19	11	5	6
4156	2016-03-19 07:00:00	99.138	188	98.435	99.878	3	2016	3	19	11	5	7
4157	2016-03-19 08:00:00	99.61	188	99.277	99.956	3	2016	3	19	11	5	8
4158	2016-03-19 09:00:00	99.761	188	99.202	100.253	3	2016	3	19	11	5	9
4159	2016-03-19 10:00:00	97.592	188	96.898	98.062	3	2016	3	19	11	5	10
4160	2016-03-19 11:00:00	100.898	188	100.355	101.824	3	2016	3	19	11	5	11
4161	2016-03-19 12:00:00	102.751	188	101.801	103.754	3	2016	3	19	11	5	12
4162	2016-03-19 13:00:00	97.788	188	96.921	98.185	3	2016	3	19	11	5	13
4163	2016-03-19 14:00:00	94.18	188	93.559	94.659	3	2016	3	19	11	5	14
4164	2016-03-19 15:00:00	96.046	188	95.077	96.886	3	2016	3	19	11	5	15
4165	2016-03-19 16:00:00	89.22	188	88.294	89.822	3	2016	3	19	11	5	16
4166	2016-03-19 17:00:00	90.681	188	89.728	91.453	3	2016	3	19	11	5	17
4167	2016-03-19 18:00:00	94.839	188	94.4	95.175	3	2016	3	19	11	5	18
4168	2016-03-19 19:00:00	95.262	188	94.721	96.18	3	2016	3	19	11	5	19
4169	2016-03-19 20:00:00	92.508	188	91.641	93.447	3	2016	3	19	11	5	20
4170	2016-03-19 21:00:00	91.412	188	90.756	92.138	3	2016	3	19	11	5	21
4171	2016-03-19 22:00:00	89.781	188	89.341	90.376	3	2016	3	19	11	5	22
4172	2016-03-19 23:00:00	94.418	188	93.696	94.898	3	2016	3	19	11	5	23
4221	2016-03-20 00:00:00	106.598	191	105.792	107.849	3	2016	3	20	11	6	0
4222	2016-03-20 01:00:00	109.978	191	109.397	110.833	3	2016	3	20	11	6	1
4223	2016-03-20 02:00:00	104.99	191	103.628	105.973	3	2016	3	20	11	6	2
4224	2016-03-20 03:00:00	101.218	191	100.973	101.48	3	2016	3	20	11	6	3
4225	2016-03-20 04:00:00	106.317	191	105.55	106.867	3	2016	3	20	11	6	4
4226	2016-03-20 05:00:00	104.82	191	104.276	105.467	3	2016	3	20	11	6	5
4227	2016-03-20 06:00:00	99.977	191	99.49	100.55	3	2016	3	20	11	6	6
4228	2016-03-20 07:00:00	98.956	191	98.405	99.94	3	2016	3	20	11	6	7
4229	2016-03-20 08:00:00	99.381	191	98.869	99.783	3	2016	3	20	11	6	8
4230	2016-03-20 09:00:00	99.303	191	98.852	100.049	3	2016	3	20	11	6	9
4231	2016-03-20 10:00:00	97.657	191	97.299	98.064	3	2016	3	20	11	6	10
4232	2016-03-20 11:00:00	101.463	191	101.002	102.165	3	2016	3	20	11	6	11
4233	2016-03-20 12:00:00	104.56	191	102.767	105.533	3	2016	3	20	11	6	12
4234	2016-03-20 13:00:00	98.938	191	98.578	99.422	3	2016	3	20	11	6	13
4235	2016-03-20 14:00:00	95.529	191	94.752	96.153	3	2016	3	20	11	6	14
4236	2016-03-20 15:00:00	97.293	191	96.496	98.019	3	2016	3	20	11	6	15
4237	2016-03-20 16:00:00	90.007	191	89.223	91.076	3	2016	3	20	11	6	16
4238	2016-03-20 17:00:00	91.277	191	90.608	91.867	3	2016	3	20	11	6	17
4239	2016-03-20 18:00:00	95.143	191	94.763	95.616	3	2016	3	20	11	6	18
4240	2016-03-20 19:00:00	94.909	191	94.283	95.524	3	2016	3	20	11	6	19
4241	2016-03-20 20:00:00	91.382	191	90.59	92.392	3	2016	3	20	11	6	20
4242	2016-03-20 21:00:00	90.33	191	89.843	90.696	3	2016	3	20	11	6	21
4243	2016-03-20 22:00:00	88.681	191	88.102	89.7	3	2016	3	20	11	6	22
4244	2016-03-20 23:00:00	94.165	191	93.617	94.61	3	2016	3	20	11	6	23
4293	2016-03-21 00:00:00	137.554	194	136.575	138.41	3	2016	3	21	12	0	0
4294	2016-03-21 01:00:00	139.789	194	139.184	140.402	3	2016	3	21	12	0	1
4295	2016-03-21 02:00:00	132.554	194	132.076	133.077	3	2016	3	21	12	0	2
4296	2016-03-21 03:00:00	132.497	194	131.994	132.801	3	2016	3	21	12	0	3
4297	2016-03-21 04:00:00	130.847	194	130.62	131.177	3	2016	3	21	12	0	4
4298	2016-03-21 05:00:00	133.643	194	133.111	134.05	3	2016	3	21	12	0	5
4299	2016-03-21 06:00:00	175.601	194	174.761	176.855	3	2016	3	21	12	0	6
4300	2016-03-21 07:00:00	329.184	194	323.612	335.116	3	2016	3	21	12	0	7
4301	2016-03-21 08:00:00	488.26	194	483.397	492.929	3	2016	3	21	12	0	8
4302	2016-03-21 09:00:00	501.569	194	498.119	505.506	3	2016	3	21	12	0	9
4303	2016-03-21 10:00:00	560.613	194	557.245	564.371	3	2016	3	21	12	0	10
4304	2016-03-21 11:00:00	590.376	194	587.431	593.922	3	2016	3	21	12	0	11
4305	2016-03-21 12:00:00	576.331	194	573.172	580.263	3	2016	3	21	12	0	12
4306	2016-03-21 13:00:00	538.512	194	534.293	545.843	3	2016	3	21	12	0	13
4307	2016-03-21 14:00:00	476.454	194	467.2	485.927	3	2016	3	21	12	0	14
4308	2016-03-21 15:00:00	422.949	194	413.587	429.917	3	2016	3	21	12	0	15
4309	2016-03-21 16:00:00	395.407	194	385.407	407.964	3	2016	3	21	12	0	16
4310	2016-03-21 17:00:00	296.818	194	292.868	299.589	3	2016	3	21	12	0	17
4311	2016-03-21 18:00:00	268.951	194	266.562	271.673	3	2016	3	21	12	0	18
4312	2016-03-21 19:00:00	233.529	194	230.025	236.188	3	2016	3	21	12	0	19
4313	2016-03-21 20:00:00	182.925	194	179.79	185.108	3	2016	3	21	12	0	20
4314	2016-03-21 21:00:00	162.236	194	161.685	163.073	3	2016	3	21	12	0	21
4315	2016-03-21 22:00:00	132.868	194	131.997	133.511	3	2016	3	21	12	0	22
4316	2016-03-21 23:00:00	94.144	194	92.959	94.907	3	2016	3	21	12	0	23
4365	2016-03-22 00:00:00	137.783	197	137.261	138.172	3	2016	3	22	12	1	0
4366	2016-03-22 01:00:00	139.896	197	139.343	140.611	3	2016	3	22	12	1	1
4367	2016-03-22 02:00:00	132.667	197	132.326	133.241	3	2016	3	22	12	1	2
4368	2016-03-22 03:00:00	132.665	197	132.553	132.839	3	2016	3	22	12	1	3
4369	2016-03-22 04:00:00	130.917	197	130.684	131.109	3	2016	3	22	12	1	4
4370	2016-03-22 05:00:00	133.903	197	133.713	134.197	3	2016	3	22	12	1	5
4371	2016-03-22 06:00:00	175.042	197	173.183	176.769	3	2016	3	22	12	1	6
4372	2016-03-22 07:00:00	327.871	197	318.844	332.691	3	2016	3	22	12	1	7
4373	2016-03-22 08:00:00	488.179	197	483.703	494.218	3	2016	3	22	12	1	8
4374	2016-03-22 09:00:00	502.196	197	496.005	507.091	3	2016	3	22	12	1	9
4375	2016-03-22 10:00:00	558.921	197	555.35	562.95	3	2016	3	22	12	1	10
4376	2016-03-22 11:00:00	587.174	197	584.365	590.516	3	2016	3	22	12	1	11
4377	2016-03-22 12:00:00	574.877	197	571.893	577.356	3	2016	3	22	12	1	12
4378	2016-03-22 13:00:00	541.896	197	537.603	546.314	3	2016	3	22	12	1	13
4379	2016-03-22 14:00:00	483.224	197	478.82	488.328	3	2016	3	22	12	1	14
4380	2016-03-22 15:00:00	420.964	197	406.791	435.247	3	2016	3	22	12	1	15
4381	2016-03-22 16:00:00	391.797	197	384.479	396.917	3	2016	3	22	12	1	16
4382	2016-03-22 17:00:00	294.228	197	290.031	295.958	3	2016	3	22	12	1	17
4383	2016-03-22 18:00:00	268.378	197	264.325	270.372	3	2016	3	22	12	1	18
4384	2016-03-22 19:00:00	233.751	197	230.43	235.93	3	2016	3	22	12	1	19
4385	2016-03-22 20:00:00	183.105	197	181.397	184.96	3	2016	3	22	12	1	20
4386	2016-03-22 21:00:00	162.317	197	160.267	163.905	3	2016	3	22	12	1	21
4387	2016-03-22 22:00:00	127.375	197	126.08	129.713	3	2016	3	22	12	1	22
4388	2016-03-22 23:00:00	88.15	197	86.728	88.926	3	2016	3	22	12	1	23
4437	2016-03-23 00:00:00	137.906	200	136.834	138.711	3	2016	3	23	12	2	0
4438	2016-03-23 01:00:00	139.932	200	139.333	140.99	3	2016	3	23	12	2	1
4439	2016-03-23 02:00:00	132.534	200	132.101	132.863	3	2016	3	23	12	2	2
4440	2016-03-23 03:00:00	132.513	200	132.299	132.678	3	2016	3	23	12	2	3
4441	2016-03-23 04:00:00	130.872	200	130.521	131.313	3	2016	3	23	12	2	4
4442	2016-03-23 05:00:00	133.569	200	133.096	133.999	3	2016	3	23	12	2	5
4443	2016-03-23 06:00:00	175.37	200	173.009	177.718	3	2016	3	23	12	2	6
4444	2016-03-23 07:00:00	328.898	200	325.513	331.718	3	2016	3	23	12	2	7
4445	2016-03-23 08:00:00	487.64	200	482.564	495.701	3	2016	3	23	12	2	8
4446	2016-03-23 09:00:00	501.569	200	494.791	508.3	3	2016	3	23	12	2	9
4447	2016-03-23 10:00:00	559.858	200	556.688	562.983	3	2016	3	23	12	2	10
4448	2016-03-23 11:00:00	589.181	200	587.077	593.02	3	2016	3	23	12	2	11
4449	2016-03-23 12:00:00	575.612	200	572.244	579.845	3	2016	3	23	12	2	12
4450	2016-03-23 13:00:00	539.711	200	536.984	544.527	3	2016	3	23	12	2	13
4451	2016-03-23 14:00:00	479.69	200	474.062	485.885	3	2016	3	23	12	2	14
4452	2016-03-23 15:00:00	421.493	200	411.017	429.104	3	2016	3	23	12	2	15
4453	2016-03-23 16:00:00	393.175	200	384.775	399.224	3	2016	3	23	12	2	16
4454	2016-03-23 17:00:00	296.974	200	293.19	302.601	3	2016	3	23	12	2	17
4455	2016-03-23 18:00:00	268.483	200	266.264	270.351	3	2016	3	23	12	2	18
4456	2016-03-23 19:00:00	232.563	200	229.538	235.982	3	2016	3	23	12	2	19
4457	2016-03-23 20:00:00	182.698	200	180.465	185.494	3	2016	3	23	12	2	20
4458	2016-03-23 21:00:00	162.191	200	160.597	164.235	3	2016	3	23	12	2	21
4459	2016-03-23 22:00:00	132.58	200	131.547	133.755	3	2016	3	23	12	2	22
4460	2016-03-23 23:00:00	92.545	200	91.901	93.493	3	2016	3	23	12	2	23
4509	2016-03-24 00:00:00	137.696	203	136.808	138.946	3	2016	3	24	12	3	0
4510	2016-03-24 01:00:00	139.62	203	138.843	140.387	3	2016	3	24	12	3	1
4511	2016-03-24 02:00:00	132.451	203	132.22	132.766	3	2016	3	24	12	3	2
4512	2016-03-24 03:00:00	132.45	203	132.02	132.876	3	2016	3	24	12	3	3
4513	2016-03-24 04:00:00	130.783	203	130.422	131.104	3	2016	3	24	12	3	4
4514	2016-03-24 05:00:00	133.732	203	133.282	134.575	3	2016	3	24	12	3	5
4515	2016-03-24 06:00:00	174.87	203	173.477	176.148	3	2016	3	24	12	3	6
4516	2016-03-24 07:00:00	327.988	203	321.266	334.058	3	2016	3	24	12	3	7
4517	2016-03-24 08:00:00	488.048	203	485.926	491.14	3	2016	3	24	12	3	8
4518	2016-03-24 09:00:00	500.612	203	495.667	504.877	3	2016	3	24	12	3	9
4519	2016-03-24 10:00:00	560.458	203	557.688	563.909	3	2016	3	24	12	3	10
4520	2016-03-24 11:00:00	588.651	203	585.634	592.187	3	2016	3	24	12	3	11
4521	2016-03-24 12:00:00	574.573	203	569.87	579.586	3	2016	3	24	12	3	12
4522	2016-03-24 13:00:00	537.344	203	533.61	542.861	3	2016	3	24	12	3	13
4523	2016-03-24 14:00:00	480.948	203	468.653	486.765	3	2016	3	24	12	3	14
4524	2016-03-24 15:00:00	424.009	203	415.018	430.917	3	2016	3	24	12	3	15
4525	2016-03-24 16:00:00	392.533	203	377.843	401.51	3	2016	3	24	12	3	16
4526	2016-03-24 17:00:00	297.008	203	293.496	300.138	3	2016	3	24	12	3	17
4527	2016-03-24 18:00:00	267.305	203	264.743	269.236	3	2016	3	24	12	3	18
4528	2016-03-24 19:00:00	231.836	203	229.233	234.244	3	2016	3	24	12	3	19
4529	2016-03-24 20:00:00	182.779	203	180.486	185.151	3	2016	3	24	12	3	20
4530	2016-03-24 21:00:00	162.166	203	161.187	163.767	3	2016	3	24	12	3	21
4531	2016-03-24 22:00:00	128.693	203	127.187	129.684	3	2016	3	24	12	3	22
4532	2016-03-24 23:00:00	89.713	203	89.047	90.563	3	2016	3	24	12	3	23
4581	2016-03-25 00:00:00	137.775	206	136.748	138.841	3	2016	3	25	12	4	0
4582	2016-03-25 01:00:00	139.89	206	139.149	140.453	3	2016	3	25	12	4	1
4583	2016-03-25 02:00:00	132.718	206	131.957	133.267	3	2016	3	25	12	4	2
4584	2016-03-25 03:00:00	132.544	206	132.342	132.763	3	2016	3	25	12	4	3
4585	2016-03-25 04:00:00	130.868	206	130.42	131.106	3	2016	3	25	12	4	4
4586	2016-03-25 05:00:00	133.779	206	133.261	134.32	3	2016	3	25	12	4	5
4587	2016-03-25 06:00:00	175.805	206	174.512	176.669	3	2016	3	25	12	4	6
4588	2016-03-25 07:00:00	326.798	206	319.068	331.064	3	2016	3	25	12	4	7
4589	2016-03-25 08:00:00	487.797	206	483.492	490.238	3	2016	3	25	12	4	8
4590	2016-03-25 09:00:00	502.005	206	496.881	506.11	3	2016	3	25	12	4	9
4591	2016-03-25 10:00:00	561.603	206	557.881	564.507	3	2016	3	25	12	4	10
4592	2016-03-25 11:00:00	587.836	206	585.298	589.992	3	2016	3	25	12	4	11
4593	2016-03-25 12:00:00	575.722	206	570.878	578.271	3	2016	3	25	12	4	12
4594	2016-03-25 13:00:00	538.079	206	532.485	542.175	3	2016	3	25	12	4	13
4595	2016-03-25 14:00:00	480.138	206	476.751	485.5	3	2016	3	25	12	4	14
4596	2016-03-25 15:00:00	422.842	206	415.65	429.75	3	2016	3	25	12	4	15
4597	2016-03-25 16:00:00	393.138	206	388.992	397.113	3	2016	3	25	12	4	16
4598	2016-03-25 17:00:00	298.328	206	295.532	302.979	3	2016	3	25	12	4	17
4599	2016-03-25 18:00:00	264.657	206	261.005	267.082	3	2016	3	25	12	4	18
4600	2016-03-25 19:00:00	229.159	206	227.435	232.068	3	2016	3	25	12	4	19
4601	2016-03-25 20:00:00	181.877	206	180.286	182.957	3	2016	3	25	12	4	20
4602	2016-03-25 21:00:00	163.332	206	162.41	164.396	3	2016	3	25	12	4	21
4603	2016-03-25 22:00:00	138.52	206	137.758	139.291	3	2016	3	25	12	4	22
4604	2016-03-25 23:00:00	98.037	206	97.436	98.82	3	2016	3	25	12	4	23
5421	2016-03-25 00:00:00	110.905	241	110.905	110.905	3	2016	3	25	12	4	0
5422	2016-03-25 01:00:00	114.013	241	114.013	114.013	3	2016	3	25	12	4	1
5423	2016-03-25 02:00:00	111.587	241	111.587	111.587	3	2016	3	25	12	4	2
5424	2016-03-25 03:00:00	108.048	241	108.048	108.048	3	2016	3	25	12	4	3
5425	2016-03-25 04:00:00	105.476	241	105.476	105.476	3	2016	3	25	12	4	4
5426	2016-03-25 05:00:00	107.811	241	107.811	107.811	3	2016	3	25	12	4	5
5427	2016-03-25 06:00:00	117.751	241	117.751	117.751	3	2016	3	25	12	4	6
5428	2016-03-25 07:00:00	174.547	241	174.547	174.547	3	2016	3	25	12	4	7
5429	2016-03-25 08:00:00	249.165	241	249.165	249.165	3	2016	3	25	12	4	8
5430	2016-03-25 09:00:00	311.832	241	311.832	311.832	3	2016	3	25	12	4	9
5431	2016-03-25 10:00:00	297.581	241	297.581	297.581	3	2016	3	25	12	4	10
5432	2016-03-25 11:00:00	254.552	241	254.552	254.552	3	2016	3	25	12	4	11
5433	2016-03-25 12:00:00	276.77	241	276.77	276.77	3	2016	3	25	12	4	12
5434	2016-03-25 13:00:00	257.475	241	257.475	257.475	3	2016	3	25	12	4	13
5435	2016-03-25 14:00:00	267.054	241	267.054	267.054	3	2016	3	25	12	4	14
5436	2016-03-25 15:00:00	361.721	241	361.721	361.721	3	2016	3	25	12	4	15
5437	2016-03-25 16:00:00	348.176	241	348.176	348.176	3	2016	3	25	12	4	16
5438	2016-03-25 17:00:00	221.695	241	221.695	221.695	3	2016	3	25	12	4	17
5439	2016-03-25 18:00:00	163.514	241	163.514	163.514	3	2016	3	25	12	4	18
5440	2016-03-25 19:00:00	128.63	241	128.63	128.63	3	2016	3	25	12	4	19
5441	2016-03-25 20:00:00	126.858	241	126.858	126.858	3	2016	3	25	12	4	20
5442	2016-03-25 21:00:00	117.582	241	117.582	117.582	3	2016	3	25	12	4	21
5443	2016-03-25 22:00:00	105.292	241	105.292	105.292	3	2016	3	25	12	4	22
5444	2016-03-25 23:00:00	102.362	241	102.362	102.362	3	2016	3	25	12	4	23
5493	2016-03-25 00:00:00	79.595	244	79.595	79.595	3	2016	3	25	12	4	0
5494	2016-03-25 01:00:00	97.986	244	97.986	97.986	3	2016	3	25	12	4	1
5495	2016-03-25 02:00:00	90.697	244	90.697	90.697	3	2016	3	25	12	4	2
5496	2016-03-25 03:00:00	82.822	244	82.822	82.822	3	2016	3	25	12	4	3
5497	2016-03-25 04:00:00	69.235	244	69.235	69.235	3	2016	3	25	12	4	4
5498	2016-03-25 05:00:00	80.356	244	80.356	80.356	3	2016	3	25	12	4	5
5499	2016-03-25 06:00:00	107.825	244	107.825	107.825	3	2016	3	25	12	4	6
5500	2016-03-25 07:00:00	107.244	244	107.244	107.244	3	2016	3	25	12	4	7
5501	2016-03-25 08:00:00	94.424	244	94.424	94.424	3	2016	3	25	12	4	8
5502	2016-03-25 09:00:00	79.764	244	79.764	79.764	3	2016	3	25	12	4	9
5503	2016-03-25 10:00:00	80.37	244	80.37	80.37	3	2016	3	25	12	4	10
5504	2016-03-25 11:00:00	79.921	244	79.921	79.921	3	2016	3	25	12	4	11
5505	2016-03-25 12:00:00	74.177	244	74.177	74.177	3	2016	3	25	12	4	12
5506	2016-03-25 13:00:00	75.951	244	75.951	75.951	3	2016	3	25	12	4	13
5507	2016-03-25 14:00:00	80.996	244	80.996	80.996	3	2016	3	25	12	4	14
5508	2016-03-25 15:00:00	81.479	244	81.479	81.479	3	2016	3	25	12	4	15
5509	2016-03-25 16:00:00	95.527	244	95.527	95.527	3	2016	3	25	12	4	16
5510	2016-03-25 17:00:00	87.791	244	87.791	87.791	3	2016	3	25	12	4	17
5511	2016-03-25 18:00:00	84.722	244	84.722	84.722	3	2016	3	25	12	4	18
5512	2016-03-25 19:00:00	83.549	244	83.549	83.549	3	2016	3	25	12	4	19
5513	2016-03-25 20:00:00	79.132	244	79.132	79.132	3	2016	3	25	12	4	20
5514	2016-03-25 21:00:00	78.86	244	78.86	78.86	3	2016	3	25	12	4	21
5515	2016-03-25 22:00:00	78.808	244	78.808	78.808	3	2016	3	25	12	4	22
5516	2016-03-25 23:00:00	79.165	244	79.165	79.165	3	2016	3	25	12	4	23
5517	2016-03-25 00:00:00	24.133	245	24.133	24.133	3	2016	3	25	12	4	0
5518	2016-03-25 01:00:00	20.735	245	20.735	20.735	3	2016	3	25	12	4	1
5519	2016-03-25 02:00:00	15.916	245	15.916	15.916	3	2016	3	25	12	4	2
5520	2016-03-25 03:00:00	16.177	245	16.177	16.177	3	2016	3	25	12	4	3
5521	2016-03-25 04:00:00	18.149	245	18.149	18.149	3	2016	3	25	12	4	4
