idresult	predictiondate	predictionvalue	execution_idexecution	predictionvaluemax	predictionvaluemin	typeofvalue	YEAR (predictiondate)	MONTH (predictiondate)	DAY (predictiondate)	weekofyear(predictiondate)	weekday(predictiondate)	HOUR (predictiondate)
1041	2016-02-04 01:00:00	168.387	55	168.387	168.387	3	2016	2	4	5	3	1
1042	2016-02-04 02:00:00	139.053	55	139.053	139.053	3	2016	2	4	5	3	2
1043	2016-02-04 03:00:00	138.881	55	138.881	138.881	3	2016	2	4	5	3	3
1044	2016-02-04 04:00:00	138.527	55	138.527	138.527	3	2016	2	4	5	3	4
1045	2016-02-04 05:00:00	154.698	55	154.698	154.698	3	2016	2	4	5	3	5
1046	2016-02-04 06:00:00	193.671	55	193.671	193.671	3	2016	2	4	5	3	6
1047	2016-02-04 07:00:00	402.956	55	402.956	402.956	3	2016	2	4	5	3	7
1048	2016-02-04 08:00:00	522.778	55	522.778	522.778	3	2016	2	4	5	3	8
1049	2016-02-04 09:00:00	546.975	55	546.975	546.975	3	2016	2	4	5	3	9
1050	2016-02-04 10:00:00	548.924	55	548.924	548.924	3	2016	2	4	5	3	10
1051	2016-02-04 11:00:00	574.583	55	574.583	574.583	3	2016	2	4	5	3	11
1052	2016-02-04 12:00:00	579.852	55	579.852	579.852	3	2016	2	4	5	3	12
1053	2016-02-04 13:00:00	622.324	55	622.324	622.324	3	2016	2	4	5	3	13
1054	2016-02-04 14:00:00	602.583	55	602.583	602.583	3	2016	2	4	5	3	14
1055	2016-02-04 15:00:00	604.345	55	604.345	604.345	3	2016	2	4	5	3	15
1056	2016-02-04 16:00:00	485.869	55	485.869	485.869	3	2016	2	4	5	3	16
1057	2016-02-04 17:00:00	271.558	55	271.558	271.558	3	2016	2	4	5	3	17
1058	2016-02-04 18:00:00	224.854	55	224.854	224.854	3	2016	2	4	5	3	18
1059	2016-02-04 19:00:00	230.346	55	230.346	230.346	3	2016	2	4	5	3	19
1060	2016-02-04 20:00:00	189.837	55	189.837	189.837	3	2016	2	4	5	3	20
1061	2016-02-04 21:00:00	184.481	55	184.481	184.481	3	2016	2	4	5	3	21
1062	2016-02-04 22:00:00	142.184	55	142.184	142.184	3	2016	2	4	5	3	22
1063	2016-02-04 23:00:00	128.122	55	128.122	128.122	3	2016	2	4	5	3	23
1113	2016-02-04 01:00:00	167.933	58	167.933	167.933	3	2016	2	4	5	3	1
1114	2016-02-04 02:00:00	139.104	58	139.104	139.104	3	2016	2	4	5	3	2
1115	2016-02-04 03:00:00	138.97	58	138.97	138.97	3	2016	2	4	5	3	3
1116	2016-02-04 04:00:00	138.887	58	138.887	138.887	3	2016	2	4	5	3	4
1117	2016-02-04 05:00:00	154.443	58	154.443	154.443	3	2016	2	4	5	3	5
1118	2016-02-04 06:00:00	193.705	58	193.705	193.705	3	2016	2	4	5	3	6
1119	2016-02-04 07:00:00	402.835	58	402.835	402.835	3	2016	2	4	5	3	7
1120	2016-02-04 08:00:00	522.905	58	522.905	522.905	3	2016	2	4	5	3	8
1121	2016-02-04 09:00:00	548.433	58	548.433	548.433	3	2016	2	4	5	3	9
1122	2016-02-04 10:00:00	548.136	58	548.136	548.136	3	2016	2	4	5	3	10
1123	2016-02-04 11:00:00	575.241	58	575.241	575.241	3	2016	2	4	5	3	11
1124	2016-02-04 12:00:00	579.776	58	579.776	579.776	3	2016	2	4	5	3	12
1125	2016-02-04 13:00:00	621.965	58	621.965	621.965	3	2016	2	4	5	3	13
1126	2016-02-04 14:00:00	603.545	58	603.545	603.545	3	2016	2	4	5	3	14
1127	2016-02-04 15:00:00	599.841	58	599.841	599.841	3	2016	2	4	5	3	15
1128	2016-02-04 16:00:00	483.732	58	483.732	483.732	3	2016	2	4	5	3	16
1129	2016-02-04 17:00:00	270.944	58	270.944	270.944	3	2016	2	4	5	3	17
1130	2016-02-04 18:00:00	224.523	58	224.523	224.523	3	2016	2	4	5	3	18
1131	2016-02-04 19:00:00	229.768	58	229.768	229.768	3	2016	2	4	5	3	19
1132	2016-02-04 20:00:00	189.845	58	189.845	189.845	3	2016	2	4	5	3	20
1133	2016-02-04 21:00:00	183.46	58	183.46	183.46	3	2016	2	4	5	3	21
1134	2016-02-04 22:00:00	142.372	58	142.372	142.372	3	2016	2	4	5	3	22
1135	2016-02-04 23:00:00	127.71	58	127.71	127.71	3	2016	2	4	5	3	23
1352	2016-02-04 23:40:05	135.279	68	134.492	136.476	3	2016	2	4	5	3	23
1353	2016-02-05 01:00:00	133.497	68	132.83	134.282	3	2016	2	5	5	4	1
1354	2016-02-05 02:00:00	137.766	68	137.025	138.183	3	2016	2	5	5	4	2
1355	2016-02-05 03:00:00	134.291	68	134.116	134.516	3	2016	2	5	5	4	3
1356	2016-02-05 04:00:00	131.335	68	130.566	131.823	3	2016	2	5	5	4	4
1357	2016-02-05 05:00:00	128.796	68	127.853	129.25	3	2016	2	5	5	4	5
1358	2016-02-05 06:00:00	195.502	68	194.73	196.232	3	2016	2	5	5	4	6
1359	2016-02-05 07:00:00	401.532	68	398.111	405.055	3	2016	2	5	5	4	7
1360	2016-02-05 08:00:00	544.954	68	542.666	546.727	3	2016	2	5	5	4	8
1361	2016-02-05 09:00:00	587.778	68	586.44	589.057	3	2016	2	5	5	4	9
1362	2016-02-05 10:00:00	610.216	68	609.608	610.74	3	2016	2	5	5	4	10
1363	2016-02-05 11:00:00	621.908	68	620.642	623.01	3	2016	2	5	5	4	11
1364	2016-02-05 12:00:00	617.911	68	613.181	622.173	3	2016	2	5	5	4	12
1365	2016-02-05 13:00:00	580.547	68	574.416	586.157	3	2016	2	5	5	4	13
1366	2016-02-05 14:00:00	596.84	68	588.443	601.031	3	2016	2	5	5	4	14
1367	2016-02-05 15:00:00	576.262	68	568.652	581.03	3	2016	2	5	5	4	15
1368	2016-02-05 16:00:00	417.99	68	408.422	430.694	3	2016	2	5	5	4	16
1369	2016-02-05 17:00:00	453.197	68	451.889	454.115	3	2016	2	5	5	4	17
1370	2016-02-05 18:00:00	410.628	68	410.143	411.259	3	2016	2	5	5	4	18
1371	2016-02-05 19:00:00	378.099	68	377.01	379.075	3	2016	2	5	5	4	19
1372	2016-02-05 20:00:00	284.048	68	281.117	285.044	3	2016	2	5	5	4	20
1373	2016-02-05 21:00:00	244.015	68	241.916	247.173	3	2016	2	5	5	4	21
1374	2016-02-05 22:00:00	178.286	68	176.087	180.174	3	2016	2	5	5	4	22
1375	2016-02-05 23:00:00	155.994	68	154.332	157.578	3	2016	2	5	5	4	23
1424	2016-02-05 23:40:05	135.568	71	134.796	136.454	3	2016	2	5	5	4	23
1425	2016-02-06 01:00:00	133.572	71	132.781	134.605	3	2016	2	6	5	5	1
1426	2016-02-06 02:00:00	138.134	71	137.438	138.746	3	2016	2	6	5	5	2
1427	2016-02-06 03:00:00	134.509	71	133.747	135.381	3	2016	2	6	5	5	3
1428	2016-02-06 04:00:00	131.358	71	130.516	132.135	3	2016	2	6	5	5	4
1429	2016-02-06 05:00:00	128.927	71	128.449	129.162	3	2016	2	6	5	5	5
1430	2016-02-06 06:00:00	195.272	71	194.256	196.297	3	2016	2	6	5	5	6
1431	2016-02-06 07:00:00	401.539	71	398.454	406.807	3	2016	2	6	5	5	7
1432	2016-02-06 08:00:00	543.835	71	541.519	546.219	3	2016	2	6	5	5	8
1433	2016-02-06 09:00:00	586.951	71	585.509	587.557	3	2016	2	6	5	5	9
1434	2016-02-06 10:00:00	610.165	71	609.022	610.792	3	2016	2	6	5	5	10
1435	2016-02-06 11:00:00	622.034	71	621.286	622.827	3	2016	2	6	5	5	11
1436	2016-02-06 12:00:00	618.871	71	613.969	623.202	3	2016	2	6	5	5	12
1437	2016-02-06 13:00:00	581.604	71	567.845	589.886	3	2016	2	6	5	5	13
1438	2016-02-06 14:00:00	595.604	71	588.894	601.157	3	2016	2	6	5	5	14
1439	2016-02-06 15:00:00	576.851	71	569.457	581.773	3	2016	2	6	5	5	15
1440	2016-02-06 16:00:00	417.303	71	402.764	428.172	3	2016	2	6	5	5	16
1441	2016-02-06 17:00:00	453.002	71	451.917	454.776	3	2016	2	6	5	5	17
1442	2016-02-06 18:00:00	410.661	71	410.148	411.109	3	2016	2	6	5	5	18
1443	2016-02-06 19:00:00	377.672	71	376.609	378.839	3	2016	2	6	5	5	19
1444	2016-02-06 20:00:00	283.487	71	281.922	286.056	3	2016	2	6	5	5	20
1445	2016-02-06 21:00:00	243.673	71	241.763	245.719	3	2016	2	6	5	5	21
1446	2016-02-06 22:00:00	178.857	71	177.399	179.984	3	2016	2	6	5	5	22
1447	2016-02-06 23:00:00	155.911	71	154.505	157.234	3	2016	2	6	5	5	23
1496	2016-02-08 23:40:28	135.529	74	134.628	136.281	3	2016	2	8	6	0	23
1497	2016-02-09 01:00:00	133.573	74	132.49	134.407	3	2016	2	9	6	1	1
1498	2016-02-09 02:00:00	138.031	74	137.48	138.715	3	2016	2	9	6	1	2
1499	2016-02-09 03:00:00	134.549	74	134.237	135.205	3	2016	2	9	6	1	3
1500	2016-02-09 04:00:00	131.454	74	131.004	132.118	3	2016	2	9	6	1	4
1501	2016-02-09 05:00:00	128.802	74	128.155	129.406	3	2016	2	9	6	1	5
1502	2016-02-09 06:00:00	195.205	74	193.78	196.712	3	2016	2	9	6	1	6
1503	2016-02-09 07:00:00	401.108	74	397.153	403.868	3	2016	2	9	6	1	7
1504	2016-02-09 08:00:00	544.564	74	542.81	547.474	3	2016	2	9	6	1	8
1505	2016-02-09 09:00:00	587.799	74	586.84	588.699	3	2016	2	9	6	1	9
1506	2016-02-09 10:00:00	610.289	74	609.624	611.127	3	2016	2	9	6	1	10
1507	2016-02-09 11:00:00	621.934	74	621.184	622.606	3	2016	2	9	6	1	11
1508	2016-02-09 12:00:00	618.694	74	613.096	623.371	3	2016	2	9	6	1	12
1509	2016-02-09 13:00:00	581.777	74	576.299	590.219	3	2016	2	9	6	1	13
1510	2016-02-09 14:00:00	597.707	74	593.54	600.394	3	2016	2	9	6	1	14
1511	2016-02-09 15:00:00	576.732	74	569.565	585.879	3	2016	2	9	6	1	15
1512	2016-02-09 16:00:00	422.966	74	411.89	434.461	3	2016	2	9	6	1	16
1513	2016-02-09 17:00:00	452.548	74	451.392	454.322	3	2016	2	9	6	1	17
1514	2016-02-09 18:00:00	410.911	74	410.416	411.275	3	2016	2	9	6	1	18
1515	2016-02-09 19:00:00	377.692	74	376.085	378.965	3	2016	2	9	6	1	19
1516	2016-02-09 20:00:00	283.253	74	281.741	286.222	3	2016	2	9	6	1	20
1517	2016-02-09 21:00:00	243.45	74	240.382	244.859	3	2016	2	9	6	1	21
1518	2016-02-09 22:00:00	178.309	74	176.941	179.915	3	2016	2	9	6	1	22
1519	2016-02-09 23:00:00	156.902	74	155.126	158.753	3	2016	2	9	6	1	23
1568	2016-02-09 23:40:35	109.074	77	108.709	109.419	3	2016	2	9	6	1	23
1569	2016-02-10 01:00:00	107.108	77	106.66	107.502	3	2016	2	10	6	2	1
1570	2016-02-10 02:00:00	99.936	77	99.587	100.649	3	2016	2	10	6	2	2
1571	2016-02-10 03:00:00	102.567	77	102.146	103.252	3	2016	2	10	6	2	3
1572	2016-02-10 04:00:00	96.205	77	95.412	97.02	3	2016	2	10	6	2	4
1573	2016-02-10 05:00:00	105.081	77	104.771	105.441	3	2016	2	10	6	2	5
1574	2016-02-10 06:00:00	167.012	77	165.713	168.33	3	2016	2	10	6	2	6
1575	2016-02-10 07:00:00	364.684	77	361.539	367.722	3	2016	2	10	6	2	7
1576	2016-02-10 08:00:00	433.288	77	428.929	437.076	3	2016	2	10	6	2	8
1577	2016-02-10 09:00:00	477.556	77	475.434	479.175	3	2016	2	10	6	2	9
1578	2016-02-10 10:00:00	504.712	77	503.17	506.12	3	2016	2	10	6	2	10
1579	2016-02-10 11:00:00	565.114	77	560.82	568.173	3	2016	2	10	6	2	11
1580	2016-02-10 12:00:00	589.686	77	587.612	591.911	3	2016	2	10	6	2	12
1581	2016-02-10 13:00:00	624.016	77	619.661	627.451	3	2016	2	10	6	2	13
1582	2016-02-10 14:00:00	544.33	77	540.645	548.889	3	2016	2	10	6	2	14
1583	2016-02-10 15:00:00	522.188	77	516.497	528.469	3	2016	2	10	6	2	15
1584	2016-02-10 16:00:00	461.311	77	457.302	467.145	3	2016	2	10	6	2	16
1585	2016-02-10 17:00:00	367.522	77	364.791	372.021	3	2016	2	10	6	2	17
1586	2016-02-10 18:00:00	275.203	77	272.659	278.005	3	2016	2	10	6	2	18
1587	2016-02-10 19:00:00	202.604	77	200.313	203.889	3	2016	2	10	6	2	19
1588	2016-02-10 20:00:00	169.757	77	168.436	172.653	3	2016	2	10	6	2	20
1589	2016-02-10 21:00:00	155.995	77	155.1	157.24	3	2016	2	10	6	2	21
1590	2016-02-10 22:00:00	127.264	77	126.356	128.041	3	2016	2	10	6	2	22
1591	2016-02-10 23:00:00	100.468	77	99.207	101.608	3	2016	2	10	6	2	23
1640	2016-02-10 23:40:39	108.886	80	108.199	109.176	3	2016	2	10	6	2	23
1641	2016-02-11 01:00:00	107.062	80	106.646	107.437	3	2016	2	11	6	3	1
1642	2016-02-11 02:00:00	100.07	80	99.339	100.542	3	2016	2	11	6	3	2
1643	2016-02-11 03:00:00	102.329	80	101.782	102.696	3	2016	2	11	6	3	3
1644	2016-02-11 04:00:00	96.24	80	95.55	97.146	3	2016	2	11	6	3	4
1645	2016-02-11 05:00:00	104.897	80	104.386	105.462	3	2016	2	11	6	3	5
1646	2016-02-11 06:00:00	167.117	80	165.937	168.478	3	2016	2	11	6	3	6
1647	2016-02-11 07:00:00	365.914	80	362.997	368.051	3	2016	2	11	6	3	7
1648	2016-02-11 08:00:00	431.752	80	428.501	435.811	3	2016	2	11	6	3	8
1649	2016-02-11 09:00:00	476.061	80	473.452	477.555	3	2016	2	11	6	3	9
1650	2016-02-11 10:00:00	504.937	80	504.082	505.704	3	2016	2	11	6	3	10
1651	2016-02-11 11:00:00	563.592	80	562.069	565.122	3	2016	2	11	6	3	11
1652	2016-02-11 12:00:00	590.08	80	588.033	592.013	3	2016	2	11	6	3	12
1653	2016-02-11 13:00:00	625.051	80	621.706	627.723	3	2016	2	11	6	3	13
1654	2016-02-11 14:00:00	544.837	80	540.849	549.537	3	2016	2	11	6	3	14
1655	2016-02-11 15:00:00	519.278	80	509.588	528.373	3	2016	2	11	6	3	15
1656	2016-02-11 16:00:00	460.155	80	451.18	465.592	3	2016	2	11	6	3	16
1657	2016-02-11 17:00:00	368.536	80	365.022	371.812	3	2016	2	11	6	3	17
1658	2016-02-11 18:00:00	275.077	80	272.226	278.125	3	2016	2	11	6	3	18
1659	2016-02-11 19:00:00	202.557	80	200.437	204.91	3	2016	2	11	6	3	19
1660	2016-02-11 20:00:00	168.937	80	166.98	170.061	3	2016	2	11	6	3	20
1661	2016-02-11 21:00:00	155.783	80	154.253	156.884	3	2016	2	11	6	3	21
1662	2016-02-11 22:00:00	127.206	80	126.556	128.288	3	2016	2	11	6	3	22
1663	2016-02-11 23:00:00	100.643	80	99.078	102.073	3	2016	2	11	6	3	23
1712	2016-02-11 23:41:09	108.962	83	108.615	109.391	3	2016	2	11	6	3	23
1713	2016-02-12 01:00:00	106.977	83	106.616	107.432	3	2016	2	12	6	4	1
1714	2016-02-12 02:00:00	99.895	83	99.501	100.409	3	2016	2	12	6	4	2
1715	2016-02-12 03:00:00	102.403	83	102.002	102.843	3	2016	2	12	6	4	3
1716	2016-02-12 04:00:00	96.189	83	95.353	96.646	3	2016	2	12	6	4	4
1717	2016-02-12 05:00:00	104.898	83	104.202	105.61	3	2016	2	12	6	4	5
1718	2016-02-12 06:00:00	166.954	83	166.044	168.845	3	2016	2	12	6	4	6
1719	2016-02-12 07:00:00	364.459	83	361.612	368.071	3	2016	2	12	6	4	7
1720	2016-02-12 08:00:00	434.155	83	428.34	437.907	3	2016	2	12	6	4	8
1721	2016-02-12 09:00:00	476.845	83	474.986	478.868	3	2016	2	12	6	4	9
1722	2016-02-12 10:00:00	504.882	83	503.248	505.792	3	2016	2	12	6	4	10
1723	2016-02-12 11:00:00	565.073	83	562.778	567.325	3	2016	2	12	6	4	11
1724	2016-02-12 12:00:00	590.764	83	589.543	592.832	3	2016	2	12	6	4	12
1725	2016-02-12 13:00:00	625.59	83	624.307	626.885	3	2016	2	12	6	4	13
1726	2016-02-12 14:00:00	544.383	83	540.702	547.29	3	2016	2	12	6	4	14
1727	2016-02-12 15:00:00	522.03	83	515.634	528.92	3	2016	2	12	6	4	15
1728	2016-02-12 16:00:00	460.291	83	456.017	464.269	3	2016	2	12	6	4	16
1729	2016-02-12 17:00:00	368.164	83	363.994	370.901	3	2016	2	12	6	4	17
1730	2016-02-12 18:00:00	274.1	83	271.456	278.621	3	2016	2	12	6	4	18
1731	2016-02-12 19:00:00	202.755	83	200.01	204.468	3	2016	2	12	6	4	19
1732	2016-02-12 20:00:00	169.249	83	166.92	171.756	3	2016	2	12	6	4	20
1733	2016-02-12 21:00:00	155.673	83	154.397	157.058	3	2016	2	12	6	4	21
1734	2016-02-12 22:00:00	127.071	83	126.365	127.783	3	2016	2	12	6	4	22
1735	2016-02-12 23:00:00	100.24	83	99.535	100.7	3	2016	2	12	6	4	23
1760	2016-02-12 23:39:02	108.905	85	108.655	109.209	3	2016	2	12	6	4	23
1761	2016-02-13 01:00:00	106.835	85	106.296	107.159	3	2016	2	13	6	5	1
1762	2016-02-13 02:00:00	99.935	85	99.606	100.411	3	2016	2	13	6	5	2
1763	2016-02-13 03:00:00	102.245	85	101.561	103.015	3	2016	2	13	6	5	3
1764	2016-02-13 04:00:00	96.255	85	94.869	96.967	3	2016	2	13	6	5	4
1765	2016-02-13 05:00:00	104.855	85	104.444	105.056	3	2016	2	13	6	5	5
1766	2016-02-13 06:00:00	167.158	85	165.778	168.629	3	2016	2	13	6	5	6
1767	2016-02-13 07:00:00	365.527	85	361.578	368.386	3	2016	2	13	6	5	7
1768	2016-02-13 08:00:00	432.593	85	429.258	437.488	3	2016	2	13	6	5	8
1769	2016-02-13 09:00:00	476.683	85	473.908	478.76	3	2016	2	13	6	5	9
1770	2016-02-13 10:00:00	504.873	85	504.218	506.005	3	2016	2	13	6	5	10
1771	2016-02-13 11:00:00	565.374	85	561.549	568.463	3	2016	2	13	6	5	11
1772	2016-02-13 12:00:00	589.916	85	587.314	592.984	3	2016	2	13	6	5	12
1773	2016-02-13 13:00:00	624.298	85	620.945	628.455	3	2016	2	13	6	5	13
1774	2016-02-13 14:00:00	544.859	85	539.857	550.536	3	2016	2	13	6	5	14
1775	2016-02-13 15:00:00	521.671	85	517.589	532.842	3	2016	2	13	6	5	15
1776	2016-02-13 16:00:00	460.372	85	454.359	472.265	3	2016	2	13	6	5	16
1777	2016-02-13 17:00:00	368.206	85	364.885	370.259	3	2016	2	13	6	5	17
1778	2016-02-13 18:00:00	275.06	85	272.39	277.767	3	2016	2	13	6	5	18
1779	2016-02-13 19:00:00	202.69	85	201.302	203.694	3	2016	2	13	6	5	19
1780	2016-02-13 20:00:00	169.07	85	168.014	169.733	3	2016	2	13	6	5	20
1781	2016-02-13 21:00:00	155.837	85	154.682	156.677	3	2016	2	13	6	5	21
1782	2016-02-13 22:00:00	127.494	85	126.361	128.351	3	2016	2	13	6	5	22
1783	2016-02-13 23:00:00	100.336	85	98.967	101.777	3	2016	2	13	6	5	23
1959	2016-02-15 23:42:53	121.801	95	120.386	123.662	3	2016	2	15	7	0	23
1960	2016-02-16 01:00:00	119.73	95	117.635	122.096	3	2016	2	16	7	1	1
1961	2016-02-16 02:00:00	103.722	95	102.944	104.604	3	2016	2	16	7	1	2
1962	2016-02-16 03:00:00	107.864	95	106.731	108.533	3	2016	2	16	7	1	3
1963	2016-02-16 04:00:00	103.56	95	102.845	104.632	3	2016	2	16	7	1	4
1964	2016-02-16 05:00:00	106.726	95	106.202	107.309	3	2016	2	16	7	1	5
1965	2016-02-16 06:00:00	163.32	95	161.919	164.457	3	2016	2	16	7	1	6
1966	2016-02-16 07:00:00	359.857	95	357.493	362.1	3	2016	2	16	7	1	7
1967	2016-02-16 08:00:00	457.029	95	454.661	460.522	3	2016	2	16	7	1	8
1968	2016-02-16 09:00:00	482.534	95	478.243	485.422	3	2016	2	16	7	1	9
1969	2016-02-16 10:00:00	496.563	95	494.231	498.188	3	2016	2	16	7	1	10
1970	2016-02-16 11:00:00	527.367	95	523.966	530.594	3	2016	2	16	7	1	11
1971	2016-02-16 12:00:00	578.155	95	573.673	582.519	3	2016	2	16	7	1	12
1972	2016-02-16 13:00:00	582.91	95	577.551	591.23	3	2016	2	16	7	1	13
1973	2016-02-16 14:00:00	568.005	95	562.329	574.747	3	2016	2	16	7	1	14
1974	2016-02-16 15:00:00	552.277	95	545.411	561.245	3	2016	2	16	7	1	15
1975	2016-02-16 16:00:00	523.971	95	515.126	530.542	3	2016	2	16	7	1	16
1976	2016-02-16 17:00:00	343.816	95	338.105	349.826	3	2016	2	16	7	1	17
1977	2016-02-16 18:00:00	289.39	95	286.111	292.293	3	2016	2	16	7	1	18
1978	2016-02-16 19:00:00	251.288	95	249.293	254.302	3	2016	2	16	7	1	19
1979	2016-02-16 20:00:00	199.117	95	197.31	200.88	3	2016	2	16	7	1	20
1980	2016-02-16 21:00:00	181.292	95	180.261	182.289	3	2016	2	16	7	1	21
1981	2016-02-16 22:00:00	148.1	95	146.366	149.916	3	2016	2	16	7	1	22
1982	2016-02-16 23:00:00	100.805	95	99.615	102.883	3	2016	2	16	7	1	23
2035	2016-02-17 00:00:00	99.578	100	98.799	100.328	3	2016	2	17	7	2	0
2036	2016-02-17 01:00:00	98.696	100	98.028	99.318	3	2016	2	17	7	2	1
2037	2016-02-17 02:00:00	99.953	100	99.299	100.297	3	2016	2	17	7	2	2
2038	2016-02-17 03:00:00	106.251	100	105.074	107.321	3	2016	2	17	7	2	3
2039	2016-02-17 04:00:00	106.951	100	105.672	107.641	3	2016	2	17	7	2	4
2040	2016-02-17 05:00:00	109.793	100	109.423	110.486	3	2016	2	17	7	2	5
2041	2016-02-17 06:00:00	161.777	100	160.915	162.254	3	2016	2	17	7	2	6
2042	2016-02-17 07:00:00	359.671	100	358.726	360.342	3	2016	2	17	7	2	7
2043	2016-02-17 08:00:00	450.872	100	449.74	451.726	3	2016	2	17	7	2	8
2044	2016-02-17 09:00:00	496.741	100	495.22	498.556	3	2016	2	17	7	2	9
2045	2016-02-17 10:00:00	503.855	100	502.662	505.235	3	2016	2	17	7	2	10
2046	2016-02-17 11:00:00	508.24	100	504.59	511.138	3	2016	2	17	7	2	11
2047	2016-02-17 12:00:00	503.737	100	499.816	507.882	3	2016	2	17	7	2	12
2048	2016-02-17 13:00:00	478.127	100	468.278	484.644	3	2016	2	17	7	2	13
2049	2016-02-17 14:00:00	441.26	100	436.512	446.38	3	2016	2	17	7	2	14
2050	2016-02-17 15:00:00	425.027	100	416.071	430.455	3	2016	2	17	7	2	15
2051	2016-02-17 16:00:00	421.47	100	417.893	425.118	3	2016	2	17	7	2	16
2052	2016-02-17 17:00:00	298.008	100	293.149	302.208	3	2016	2	17	7	2	17
2053	2016-02-17 18:00:00	266.652	100	263.204	270.523	3	2016	2	17	7	2	18
2054	2016-02-17 19:00:00	272.629	100	266.684	276.677	3	2016	2	17	7	2	19
2055	2016-02-17 20:00:00	279.248	100	275.859	282.269	3	2016	2	17	7	2	20
2056	2016-02-17 21:00:00	201.957	100	200.135	205.888	3	2016	2	17	7	2	21
2057	2016-02-17 22:00:00	126.019	100	124.324	128.452	3	2016	2	17	7	2	22
2058	2016-02-17 23:00:00	100.103	100	99.001	101.36	3	2016	2	17	7	2	23
2107	2016-02-18 00:00:00	100.616	103	99.963	100.921	3	2016	2	18	7	3	0
2108	2016-02-18 01:00:00	99.127	103	98.45	100.303	3	2016	2	18	7	3	1
2109	2016-02-18 02:00:00	99.944	103	99.659	100.328	3	2016	2	18	7	3	2
2110	2016-02-18 03:00:00	106.169	103	105.61	107.226	3	2016	2	18	7	3	3
2111	2016-02-18 04:00:00	107.23	103	105.804	107.952	3	2016	2	18	7	3	4
2112	2016-02-18 05:00:00	110.65	103	109.048	111.945	3	2016	2	18	7	3	5
2113	2016-02-18 06:00:00	162.206	103	161.749	162.904	3	2016	2	18	7	3	6
2114	2016-02-18 07:00:00	358.148	103	357.111	358.818	3	2016	2	18	7	3	7
2115	2016-02-18 08:00:00	448.67	103	447.347	449.823	3	2016	2	18	7	3	8
2116	2016-02-18 09:00:00	493.884	103	492.567	495.51	3	2016	2	18	7	3	9
2117	2016-02-18 10:00:00	502.525	103	499.097	504.246	3	2016	2	18	7	3	10
2118	2016-02-18 11:00:00	506.412	103	502.611	508.956	3	2016	2	18	7	3	11
2119	2016-02-18 12:00:00	503.692	103	499.759	507.794	3	2016	2	18	7	3	12
2120	2016-02-18 13:00:00	476.464	103	469.846	485.735	3	2016	2	18	7	3	13
2121	2016-02-18 14:00:00	445.014	103	441.765	451.719	3	2016	2	18	7	3	14
2122	2016-02-18 15:00:00	427.15	103	419.505	434.47	3	2016	2	18	7	3	15
2123	2016-02-18 16:00:00	412.717	103	405.929	417.091	3	2016	2	18	7	3	16
2124	2016-02-18 17:00:00	269.367	103	267.431	274.698	3	2016	2	18	7	3	17
2125	2016-02-18 18:00:00	271.681	103	268.166	277.073	3	2016	2	18	7	3	18
2126	2016-02-18 19:00:00	282.117	103	277.441	287.996	3	2016	2	18	7	3	19
2127	2016-02-18 20:00:00	283.329	103	279.084	285.504	3	2016	2	18	7	3	20
2128	2016-02-18 21:00:00	200.844	103	197.246	205.1	3	2016	2	18	7	3	21
2129	2016-02-18 22:00:00	124.441	103	123.179	126.037	3	2016	2	18	7	3	22
2130	2016-02-18 23:00:00	97.173	103	96.596	98.583	3	2016	2	18	7	3	23
2179	2016-02-19 00:00:00	99.766	106	99.425	100.209	3	2016	2	19	7	4	0
2180	2016-02-19 01:00:00	98.725	106	98.184	99.109	3	2016	2	19	7	4	1
2181	2016-02-19 02:00:00	99.994	106	99.651	100.54	3	2016	2	19	7	4	2
2182	2016-02-19 03:00:00	105.964	106	105.359	106.76	3	2016	2	19	7	4	3
2183	2016-02-19 04:00:00	106.985	106	106.19	107.684	3	2016	2	19	7	4	4
2184	2016-02-19 05:00:00	109.635	106	108.752	110.437	3	2016	2	19	7	4	5
2185	2016-02-19 06:00:00	161.854	106	161.173	162.757	3	2016	2	19	7	4	6
2186	2016-02-19 07:00:00	360.359	106	359.204	361.293	3	2016	2	19	7	4	7
2187	2016-02-19 08:00:00	450.667	106	449.789	451.663	3	2016	2	19	7	4	8
2188	2016-02-19 09:00:00	496.963	106	494.73	498.733	3	2016	2	19	7	4	9
2189	2016-02-19 10:00:00	504.563	106	502.799	505.917	3	2016	2	19	7	4	10
2190	2016-02-19 11:00:00	507.717	106	504.176	510.991	3	2016	2	19	7	4	11
2191	2016-02-19 12:00:00	503.455	106	497.874	508.577	3	2016	2	19	7	4	12
2192	2016-02-19 13:00:00	475.08	106	468.548	480.724	3	2016	2	19	7	4	13
2193	2016-02-19 14:00:00	441.903	106	431.665	449.631	3	2016	2	19	7	4	14
2194	2016-02-19 15:00:00	424.702	106	419.486	433.426	3	2016	2	19	7	4	15
2195	2016-02-19 16:00:00	420.529	106	413.544	424.398	3	2016	2	19	7	4	16
2196	2016-02-19 17:00:00	298.342	106	295.943	301.935	3	2016	2	19	7	4	17
2197	2016-02-19 18:00:00	268.586	106	266.572	271.92	3	2016	2	19	7	4	18
2198	2016-02-19 19:00:00	275.328	106	272.658	278.211	3	2016	2	19	7	4	19
2199	2016-02-19 20:00:00	284.119	106	279.754	288.875	3	2016	2	19	7	4	20
2200	2016-02-19 21:00:00	202.481	106	199.975	205.568	3	2016	2	19	7	4	21
